2014-01-01 06:16:00+00,772.1083
2014-01-01 06:17:00+00,771.1383
2014-01-01 06:18:00+00,771.3633
2014-01-01 06:19:00+00,771.1558
2014-01-01 06:20:00+00,770.9527
2014-01-01 06:21:00+00,770.6150
2014-01-01 06:22:00+00,770.8420
2014-01-01 06:23:00+00,770.9600
2014-01-01 06:24:00+00,769.7847
2014-01-01 06:25:00+00,769.7780
2014-01-01 06:26:00+00,770.5383
2014-01-01 06:27:00+00,770.0533
2014-01-01 06:28:00+00,770.3068
2014-01-01 06:29:00+00,770.4418
2014-01-01 06:30:00+00,770.1335
2014-01-01 06:31:00+00,770.4970
2014-01-01 06:32:00+00,769.8867
2014-01-01 06:33:00+00,769.9718
2014-01-01 06:34:00+00,769.7270
2014-01-01 06:35:00+00,770.0365
2014-01-01 06:36:00+00,770.6867
2014-01-01 06:37:00+00,770.2617
2014-01-01 06:38:00+00,770.1100
2014-01-01 06:39:00+00,770.4942
2014-01-01 06:40:00+00,770.2978
2014-01-01 06:41:00+00,769.7960
2014-01-01 06:42:00+00,771.2568
2014-01-01 06:43:00+00,771.0868
2014-01-01 06:44:00+00,770.5370
2014-01-01 06:45:00+00,770.4217
2014-01-01 06:46:00+00,770.5782
2014-01-01 06:47:00+00,771.3367
2014-01-01 06:48:00+00,771.4382
2014-01-01 06:49:00+00,770.9463
2014-01-01 06:50:00+00,770.9463
2014-01-01 06:51:00+00,771.3575
2014-01-01 06:52:00+00,771.1307
2014-01-01 06:53:00+00,771.4240
2014-01-01 06:54:00+00,771.4317
2014-01-01 06:55:00+00,772.2102
2014-01-01 06:56:00+00,771.9436
2014-01-01 06:57:00+00,771.6635
2014-01-01 06:58:00+00,770.8818
2014-01-01 06:59:00+00,770.9302
2014-01-01 07:00:00+00,770.8833
2014-01-01 07:01:00+00,770.8833
2014-01-01 07:02:00+00,770.8833
2014-01-01 07:03:00+00,770.4980
2014-01-01 07:04:00+00,770.4980
2014-01-01 07:05:00+00,770.4980
2014-01-01 07:06:00+00,771.6100
2014-01-01 07:07:00+00,771.6117
2014-01-01 07:08:00+00,771.6665
2014-01-01 07:09:00+00,772.1498
2014-01-01 07:10:00+00,771.2553
2014-01-01 07:11:00+00,771.2548
2014-01-01 07:12:00+00,771.1863
2014-01-01 07:13:00+00,771.3148
2014-01-01 07:14:00+00,771.3148
2014-01-01 07:15:00+00,771.4000
2014-01-01 07:16:00+00,771.4000
2014-01-01 07:17:00+00,771.8654
2014-01-01 07:18:00+00,772.0004
2014-01-01 07:19:00+00,772.7035
2014-01-01 07:20:00+00,772.7420
2014-01-01 07:21:00+00,772.7037
2014-01-01 07:22:00+00,772.5320
2014-01-01 07:23:00+00,773.2735
2014-01-01 07:24:00+00,772.7954
2014-01-01 07:25:00+00,772.3137
2014-01-01 07:26:00+00,772.9633
2014-01-01 07:27:00+00,773.3900
2014-01-01 07:28:00+00,773.3967
2014-01-01 07:29:00+00,773.3982
2014-01-01 07:30:00+00,773.6465
2014-01-01 07:31:00+00,773.4798
2014-01-01 07:32:00+00,773.2817
2014-01-01 07:33:00+00,772.4038
2014-01-01 07:34:00+00,772.4188
2014-01-01 07:35:00+00,772.3502
2014-01-01 07:36:00+00,772.3482
2014-01-01 07:37:00+00,771.8482
2014-01-01 07:38:00+00,771.3588
2014-01-01 07:39:00+00,771.2020
2014-01-01 07:40:00+00,771.4404
2014-01-01 07:41:00+00,772.4569
2014-01-01 07:42:00+00,772.4250
2014-01-01 07:43:00+00,772.2302
2014-01-01 07:44:00+00,772.3447
2014-01-01 07:45:00+00,770.8330
2014-01-01 07:46:00+00,770.5782
2014-01-01 07:47:00+00,770.6567
2014-01-01 07:48:00+00,770.7817
2014-01-01 07:49:00+00,771.0333
2014-01-01 07:50:00+00,770.7400
2014-01-01 07:51:00+00,770.8063
2014-01-01 07:52:00+00,771.5898
2014-01-01 07:53:00+00,771.4597
2014-01-01 07:54:00+00,771.2968
2014-01-01 07:55:00+00,771.7198
2014-01-01 07:56:00+00,771.1817
2014-01-01 07:57:00+00,771.1983
2014-01-01 07:58:00+00,770.7993
2014-01-01 07:59:00+00,772.0331
2014-01-01 08:00:00+00,771.5707
2014-01-01 08:01:00+00,772.1362
2014-01-01 08:02:00+00,770.3802
2014-01-01 08:03:00+00,771.8692
2014-01-01 08:04:00+00,771.3680
2014-01-01 08:05:00+00,770.4837
2014-01-01 08:06:00+00,770.8238
2014-01-01 08:07:00+00,770.3515
2014-01-01 08:08:00+00,770.3137
2014-01-01 08:09:00+00,769.9083
2014-01-01 08:10:00+00,770.3440
2014-01-01 08:11:00+00,770.3907
2014-01-01 08:12:00+00,769.3945
2014-01-01 08:13:00+00,769.3478
2014-01-01 08:14:00+00,769.8373
2014-01-01 08:15:00+00,769.5098
2014-01-01 08:16:00+00,769.8458
2014-01-01 08:17:00+00,770.0537
2014-01-01 08:18:00+00,770.2253
2014-01-01 08:19:00+00,769.3075
2014-01-01 08:20:00+00,769.7492
2014-01-01 08:21:00+00,769.8144
2014-01-01 08:22:00+00,769.6094
2014-01-01 08:23:00+00,769.7025
2014-01-01 08:24:00+00,770.1752
2014-01-01 08:25:00+00,769.3228
2014-01-01 08:26:00+00,770.5226
2014-01-01 08:27:00+00,770.3272
2014-01-01 08:28:00+00,770.1690
2014-01-01 08:29:00+00,769.8449
2014-01-01 08:30:00+00,769.8666
2014-01-01 08:31:00+00,770.8238
2014-01-01 08:32:00+00,771.1257
2014-01-01 08:33:00+00,770.6950
2014-01-01 08:34:00+00,770.5938
2014-01-01 08:35:00+00,771.5477
2014-01-01 08:36:00+00,771.3482
2014-01-01 08:37:00+00,772.1955
2014-01-01 08:38:00+00,772.2433
2014-01-01 08:39:00+00,771.6907
2014-01-01 08:40:00+00,771.3380
2014-01-01 08:41:00+00,771.6547
2014-01-01 08:42:00+00,772.9639
2014-01-01 08:43:00+00,771.9409
2014-01-01 08:44:00+00,770.8792
2014-01-01 08:45:00+00,770.4946
2014-01-01 08:46:00+00,771.0408
2014-01-01 08:47:00+00,770.8430
2014-01-01 08:48:00+00,770.5100
2014-01-01 08:49:00+00,770.2486
2014-01-01 08:50:00+00,770.2486
2014-01-01 08:51:00+00,771.2393
2014-01-01 08:52:00+00,771.6081
2014-01-01 08:53:00+00,771.1796
2014-01-01 08:54:00+00,770.8466
2014-01-01 08:55:00+00,771.1478
2014-01-01 08:56:00+00,771.1406
2014-01-01 08:57:00+00,770.5980
2014-01-01 08:58:00+00,770.9327
2014-01-01 08:59:00+00,771.1189
2014-01-01 09:00:00+00,770.6044
2014-01-01 09:01:00+00,770.6194
2014-01-01 09:02:00+00,771.1749
2014-01-01 09:03:00+00,771.8656
2014-01-01 09:04:00+00,771.7256
2014-01-01 09:05:00+00,771.2187
2014-01-01 09:06:00+00,771.3037
2014-01-01 09:07:00+00,771.2912
2014-01-01 09:08:00+00,771.2912
2014-01-01 09:09:00+00,770.8031
2014-01-01 09:10:00+00,770.8466
2014-01-01 09:11:00+00,771.1552
2014-01-01 09:12:00+00,771.0252
2014-01-01 09:13:00+00,770.8847
2014-01-01 09:14:00+00,771.3274
2014-01-01 09:15:00+00,770.1708
2014-01-01 09:16:00+00,770.2224
2014-01-01 09:17:00+00,770.2968
2014-01-01 09:18:00+00,770.4134
2014-01-01 09:19:00+00,769.5687
2014-01-01 09:20:00+00,770.0136
2014-01-01 09:21:00+00,770.7549
2014-01-01 09:22:00+00,771.2352
2014-01-01 09:23:00+00,770.9260
2014-01-01 09:24:00+00,770.8743
2014-01-01 09:25:00+00,770.6910
2014-01-01 09:26:00+00,770.9577
2014-01-01 09:27:00+00,771.1073
2014-01-01 09:28:00+00,770.8577
2014-01-01 09:29:00+00,770.4783
2014-01-01 09:30:00+00,770.4236
2014-01-01 09:31:00+00,770.3233
2014-01-01 09:32:00+00,770.2901
2014-01-01 09:33:00+00,770.1933
2014-01-01 09:34:00+00,770.1064
2014-01-01 09:35:00+00,770.1199
2014-01-01 09:36:00+00,770.0250
2014-01-01 09:37:00+00,770.2700
2014-01-01 09:38:00+00,770.1850
2014-01-01 09:39:00+00,770.5480
2014-01-01 09:40:00+00,770.2614
2014-01-01 09:41:00+00,769.7830
2014-01-01 09:42:00+00,769.6643
2014-01-01 09:43:00+00,769.1760
2014-01-01 09:44:00+00,768.8427
2014-01-01 09:45:00+00,769.2128
2014-01-01 09:46:00+00,768.8633
2014-01-01 09:47:00+00,769.2633
2014-01-01 09:48:00+00,768.7667
2014-01-01 09:49:00+00,769.4575
2014-01-01 09:50:00+00,769.3987
2014-01-01 09:51:00+00,769.9737
2014-01-01 09:52:00+00,769.7674
2014-01-01 09:53:00+00,770.7572
2014-01-01 09:54:00+00,770.8677
2014-01-01 09:55:00+00,771.0537
2014-01-01 09:56:00+00,771.1956
2014-01-01 09:57:00+00,771.1806
2014-01-01 09:58:00+00,771.0518
2014-01-01 09:59:00+00,771.2783
2014-01-01 10:00:00+00,771.0786
2014-01-01 10:01:00+00,770.9247
2014-01-01 10:02:00+00,770.7582
2014-01-01 10:03:00+00,770.7582
